xmlobject,0.2,7899
xml-object,1.0.0,1979228
xmlparsable,1.5.4,32121
xmlparser,0.7.2.1,383151
xml_parser,0.3.3,15610
xml_patch,0.2.0,3752
xmlpipe2_indexer,0.0.2,6867
xmlpretty,0.1.0,4148
xml-purifier,0.1.4,15949
xml-registry,0.9.0,91838
xmlregistry_objects,0.8.0,33336
xml_resource,3.1.1,25353
xmlresume2x,0.2.1,7873
XMLROCS,0.0.1,4491
xml_row_finder,0.3.2,5040
xmlrpc,0.3.3,17531835
xmlrpc_controller,0.0.7,15126
xmlrpc-endpoint,0.2.1,14639
xmlrpc-rack,0.0.1,3633
xmlrpc-rack_server,0.0.2,16207
xmlrpcs,0.1.3,12981
xmlrpc-scgi,0.0.1,2964
xmlrpc-streaming,0.1.0,6380
xml_sanitizer,0.1.0,1701
xml-sax-machines,0.4.2,13856
xmlscan,0.3.0,15048
xml_schema,0.2.0,24178
xml_schema_mapper,0.0.12,24807
xml_scrubber,1.0.0,5714
xmlsec,0.0.7,25304
xmlsec-ruby,0.0.7,30513
xmlsec-shim,1.2.18.2,7144
xml_security,0.0.3,6738
xml_serialization,0.1.2,7110
xmlservice,1.3.3,7522
xmlsig,0.0.3,10267
xml_signature,0.1,4572
xml-simple,1.1.9,134324084
xml-sitemap,1.3.3,360922
xml-smart,0.5.2,99128
xmlsoccer,0.1.0,7241
xml_soccer,0.0.6,16672
xml_spec,0.1.0,7218
xml-spec,0.3.0,6297
xml_split,0.0.2,10344
xmlss,1.0.1,46752
xmlstats,1.7.0,25747
xmlstreamin,0.0.1,5035
xml_stream_parser,0.3.0,4627
xmlstruct,1.0.0,4512
xml_to_form,0.0.4,7633
xml-to-haml,0.1.7,26071
xml-to-hash,1.0.3,64666
xml_to_json,0.0.2,10936
xml-to-json,1.0.2,59700
xmltools,0.1.0,2515
xml_to_sliml,0.1.2,5786
xml_to_xsl,0.2.0,5592
xml_tree_viewer,0.1.2,4713
xmltv,0.8.7,24200
xmltv2html,0.8.0,27601
xml_uglifier,0.0.2,3580
xmlutils,0.0.3,5884
xmlvalidate,0.1.0,4468
xml-write-stream,1.1.0,15235
xmms2_utils,0.1.2,6910
xmodem,0.1.1,5559
xmonitor,0.1.3,6615
xmorph,0.1.16,139279
xmp,0.2.0,23974
xmp2assert,14,23428
xmpfixed,0.2.3,3924
xmp_fixed,0.2.4,4029
xmp-fixed_prefix,0.2.2,6843
xmpleton,0.1.2,7382
xmpp,0.0.1.alpha1,2882
xmpp4em,0.2.3,7498
xmpp4log,0.0.2,4531
xmpp4r,0.5.6,3534817
xmpp4r_facebook,0.1.1,245812
xmpp4r-hipchat,0.1.0,16762
xmpp4r-observable,0.5.4,7874
xmpp4r-robot,0.3.0,18557
xmpp4r-simple,0.8.8,91219
xmpp4r-simple-19,1.0.0,9942
xmpp-agent,0.3.3,42612
xmppbot,0.0.3,10998
xmpp_gateway,0.0.3.1,10557
xmppify,0.0.62,72246
xmpp-logger,0.1.0,6121
xmpp_server,0.0.1,3867
xmpp_simple,0.1.0,2672
xmpr,0.2.1,19812
xmpush,0.1,20753
xmrto,0.4.4,9246
xm_test_gme,0.1.0,975
xmt_froala,0.3.1,2049
xmu,0.1.0,3402
xmvc,0.1.12,43959
xmysql2psql,0.2.1,6120
xn,0.0.1,3396
xnano,0.1.0,2099
xnd,0.2.0dev8,7282
xn_devise_ldap_authenticatable,0.8.5,3465
xn_gem_release_tasks,0.1.32,7382
xnlogic,1.0.48,105634
xnlogic-transit-ruby,0.8.572,3011
xnm-telegram,0.4.2,5122
xn-octokit,0.6.1,4187
xnode-keystone,1.0.1,8268
xn.rb,0.0.2,3464
xn--uh8h,0.1.0,921
xo,1.1.0,8424
xoauth,0.2.8,15826
xod_client,1.0.0,1942
xo_emoji,0.0.2,17917
xoggl,1.4.0,6013
xolphin-api,1.9.0,3152
xolti,0.2.0,7615
xommelier,0.1.35,99182
Xomponent,0.1.0,1930
xon,0.1.2,3991
xooa-sdk,1.0.2,3360
xooie,1.0.8,51599
xoopit-cloudquery,0.1.5,10237
xoopit-cloud_query,0.2.1,7950
xopen,0.0.4,9392
xoptparse,0.6.2,9306
xor,0.1.0,408
xorcist,1.1.3,770192
xoroshiro,0.2.1,762
xosd,1.1.1,4517
xot,0.2,47250
xotelia-ruby,0.1.1,2660
xoxo,1.2.1,16801
xoxzo-cloudruby,0.5.1,18103
xp,2.0.2,14496
xp5k,0.0.21,42493
x-pack,0.0.1,3556
xpage,0.6.2,28499
xpain,0.0.1,4170
xpanse_2go,0.1.3,5254
xparams,0.1.2,9453
xpath,3.2.0,211415425
xpather,0.1.3,37777
xpath-simplify,0.1.6,32653
xpath-specs,0.1.0,8284
xpay,0.0.6,7670
xpcomcore-rubygem,0.6.4,47967
xpdf,3.04,4047
xpect,0.1.0,2056
xpensify-sdk,0.0.3,4025
xpflow,0.1c,6131
xpgrep,0.2.0,7554
xphase,0.0.2,2390
xplane,0.0.1,3595
xplanner,0.1.4,38688
xplenty-api,0.1.2,10880
xplenty-jruby_sandbox,0.2.9,12408
xplenty-kensa,1.4.7,8725
xploit,0.1.3,6800
xplore,0.0.1.alpha,1399
xplosion,0.1.0,8739
xploy,0.1.1.beta,6986
xpm,0.0.6,15172
xpool,0.11.0,24998
xport,0.3.1,44095
xporter,0.2.0,3831
xporter_on_demand,0.2.4,22931
xpose,0.1.6,7891
xpost,0.1.23,15297
xpring,0.2.1,7304
xprint,0.9.52,15891
xproc,0.1.1,5596
XProperties,2.0.11,6560
xproto,1.4,3779
xproxy,0.1.0,6740
xp_ruby_client,0.1.2,3628
xpub,0.0.8,15712
xqcoretools,0.2.4,59424
xqruby,1.0.0,3890
xqsr3,0.39.2,63126
xqsr3-xml,0.1.1,3200
xquery,0.2.1,19802
xqueue_ruby,0.0.1,3170
xrails,0.3.1,16187
xrandr,0.0.5,10020
xrandrb,0.0.2,7758
xrate,0.1.3,3379
xray,1.1,277545
x_ray,0.0.10,25099
XRay,1.0.3,13782
x-ray-machine,1.0.4,12553
xray_method_tracer,0.2.3,1235
xray-rails,0.3.2,1815329
xrb,0.2.0,4175
xrbp,0.2.8,31011
xrc,0.1.8,40958
xrd,0.1.0,4410
xre,0.5.2,1191
xre2,0.4.0,416
x-real-ip,0.2.1,26937
xrechnung,0.2.0,8674
xrefresh-server,0.3.0,22639
xregexp-rails,2.0.0.1,10248
xregistry,1.6.0,2574
xrel,0.1.0,1991
xremap,0.1.0,2022
xremotebot,0.1.2,7402
xres2tlx,0.1.1,1778
x_road,0.2.1,12200
xrono,1.0.4,14822
xronor,0.2.0,29525
xross-the-xoul,0.7.0,1503
xrp,0.0.1,1598
xrpc,0.1.7.2,4453
xrpn,1.9.5,12251
xrt,0.0.9,15864
x_runtime,1.0.2,39966
xrvg,0.0.82,34162
xs,0.0.1,4606
xsay,0.1.5,9336
xs_capistrano_recipes,0.0.1,3566
xscreen_usb_unlocker,0.91.0,9616
xsd,2.7.8,4180
xsd_explorer,0.0.1,3385
xsdk-scaffold-rails,0.1.13,19865
xsd_model,0.7.0,5316
xsd-populator,0.2.1,14590
xsd-reader,0.4.0,18975
xsettings-ruby,0.0.3,8991
x-signature,0.1.1,5174
xsl2csv,0.1,1957
xsltgem,0.0.1,4155
xslt-morpheus,0.1,4198
xsort,1.4.3,36514
XSpear,1.4.1,72679
xspec,0.2.0,11806
xspf,0.4.1.1,15132
xspf2m3u,0.0.5,12914
xspf2spotify,0.1.0,2895
xspond-delayed_job,1.8.5,4488
xspond-xapian-ruby,0.1.2,7976
xspree,0.2.0,10193
xsr,1.5.0,16395
xsrb,0.0.1,1855
xss,0.1.3,25163
xssh,0.1.1,2871
xssh-aws,0.1.2,4094
xss_shield,2.0.0,7909
xss_terminate,0.22,203935
xstatic,0.1.0,1332
xstorename,0.1.0,1864
xstream,0.1.0,3713
xstreamly,0.7.1,41555
xstring,0.0.7,9912
xsv,1.3.0,589926
xsys,0.47.0,240132
xtabbedwindow,0.1.4,7511
xtc-ops,0.0.2,5784
xtctimer,0.0.2,5344
xtdo,0.2.2,10747
xteam_schedule,0.2.1,21219
xtendr,0.1.0,4430
x_tensions,0.0.1,3789
xtf-ruby,1.0.3,2924
xthread,0.1.4.001,7740
xthreads,0.1.7,21762
xtify,0.0.2,8004
xtj,0.1.3,7144
x_to_json,0.0.1,4431
xtool,1.0.0,2521
xtop,0.0.2,3685
xtotxt,0.8,24794
xtrace,1.0.1,4107
xtractor,0.1.1,5427
xtract-sdk,0.0.3,500
xtreme-calculator-sdk,1.0.0,425
xtrn,0.1.6,24458
xttc,0.2.0,11193
xuite_blog_to_hugo_gem,0.0.1,2069
xultestrunner,0.5.0,17820
xumlidot,0.2.0,3010
xunch,0.0.12,32058
xunitnet,1.6.0,7306
