yahoo-placemaker,76395.12514285716,8,0.0.7,24608,http://github.com/kyledecot/yahoo-placemaker
yahoo_quote,948735.8856,6,0.0.6,19004,https://github.com/bcarreno/yahoo_quote
yahoo-se,0.0,7,1.1.0,24876,http://www.rubyskills.com
yahoo-search,4950675.518333334,4,2.0.0,15727,http://github.com/davidw/yahoo-search-gem
yahoo_shopping_search,0,1,0.1.0,2437,https://github.com/otukutun/yahoo_shopping_search
yahoo_site_explorer,1.0,2,0.0.2,7973,http://github.com/nbibler/yahoo_site_explorer
yahoo_sports,45413060.222500004,3,0.2.1,10882,http://github.com/chetan/yahoo_sports
yahoo_sports19,0,1,0.2.1,4121,http://github.com/chetan/yahoo_sports
yahoo_sports_ff,0,1,0.0.0,3555,https://github.com/aadamson/yahoo_sports_ff
yahoo_stock,0,1,1.0.2,5369,http://github.com/nas/yahoo_stock
yahoo_stocks,34837.6705,3,0.0.3,8354,http://github.com/dredozubov/yahoo_stocks
yahoo_stock_splits,4627.638,5,1.0.4,15888,https://github.com/javiervidal/yahoo_stock_splits
yahoo_store_api,19417951.681375,9,0.2.6,13444,https://github.com/t4traw/yahoo_store_api
yahoo_term_extraction,0,1,0.2.3,4543,http://www.urbanwide.com/
yahoo-video,0,1,0.1.0,4696,
yahoo_weather,8083745.6271,11,1.2.0,35255,http://github.com/manzhikov/yahoo_weather
yahoo-weather,4438203.748,4,1.2.0,23356,http://rubyforge.org/projects/yahoo-weather
yahoo_weather_cli,0,1,0.1.0,3685,https://rubygems.org/profiles/erkte
yahoo_weatherForecast,58346.827,2,1.0.0,6215,https://github.com/AminHadei/WeatherForecast
yahoo_weatherman,4518428.350649999,21,2.0.0,75822,http://github.com/dlt/yahoo_weatherman
yahoo_weatherman_extended,0,1,1.2.0,4818,http://github.com/modsaid/yahoo_weatherman
yahoo_weather_widget,0,1,1.0.5,3076,https://github.com/ailecksandr
yahoo_web_api,834967.31075,5,0.2.2,16401,http://github.com/satoryu/yahoo_web_api/
yahsort,7247.599,3,0.0.3,10987,https://github.com/manasg
yahtzee,91825.463,2,0.0.3,6226,http://chinstorff.com
yahw,0,1,0.3.0,4227,http://github.com/behrangsa/yahw
yaib,0,1,0.0.1,4206,https://github.com/Arcath/YAIB
yaih,141239.5555,3,0.0.3,10352,https://github.com/lucapette/yaih
yaji,5516739.128935484,32,0.3.6,495203,https://github.com/avsej/yaji
yajl,111427.89366666666,4,0.3.4,89098,https://github.com/zachaysan/yajl
yajl-ffi,103250164.86066668,4,1.0.0,110731,https://github.com/dgraham/yajl-ffi
yajl-ruby,8598045.757914893,48,1.4.3,73025318,http://github.com/brianmario/yajl-ruby
yajl-ruby-maglev-,0,1,1.1.0,4273,http://github.com/brianmario/yajl-ruby
yajl-ruby-zenjoy,0,1,1.1.0,4012,http://github.com/zenjoy/yajl-ruby
yajm,16086238.213,2,0.0.4,7034,https://github.com/josacar/yajm
yak,10819837.277428571,8,1.0.8,26365,http://yaks.me/yak
yaka,237963.62033333335,4,1.0.2,10456,https://github.com/beastia/yaka
ya_kansuji,253573.64433333333,4,0.2.0,867893,https://github.com/sugi/ya_kansuji
ya_kassa,13657.638285714285,8,0.1.7,13247,http://github.com/niksan/ya_kassa
yakc,821278.9575,5,1.0.0,9151,http://www.github.com/gaorlov/yakc
yake,2883415.4452666664,31,1.1.0,32782,https://github.com/amancevice/yake
yakeen,8864.892,3,0.0.3,4864,https://github.com/Kaakati/yakeen
yakg,5694920.90425,17,0.1.11,40113,https://github.com/tmaher/yakg
